@relation 'winequality-white-norm-weka.filters.unsupervised.attribute.Remove-R7,9-10-weka.filters.unsupervised.attribute.NumericToNominal-R12'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide norm' numeric
@attribute 'total sulfur dioxide norm' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {3,4,5,6,7,8,9}

@data
7.3,0.41,0.24,6.8,0.057,41000,163000,0.9949,3.2,0.41,9.9,6
7.2,0.43,0.24,6.7,0.058,40000,163000,0.995,3.2,0.41,9.9,5
7.3,0.4,0.24,6.7,0.058,41000,166000,0.995,3.2,0.41,9.9,6
6.2,0.33,0.27,4.9,0.036,30000,134000,0.9927,3.2,0.42,10.4,7
6.2,0.31,0.26,4.8,0.037,36000,148000,0.9928,3.21,0.41,10.4,6
6.1,0.36,0.27,2.1,0.035,16000,100000,0.9917,3.4,0.71,11.5,7
5,0.55,0.14,8.3,0.032,35000,164000,0.9918,3.53,0.51,12.5,8
7.8,0.25,0.41,3.7,0.042,37000,149000,0.9954,3.36,0.45,10,6
5.7,0.36,0.21,6.7,0.038,51000,166000,0.9941,3.29,0.63,10,6
5.8,0.34,0.21,6.6,0.04,50000,167000,0.9941,3.29,0.62,10,5
6.8,0.28,0.6,1.1,0.132,42000,127000,0.9934,3.09,0.44,9.1,6
6.8,0.25,0.34,4.7,0.031,34000,134000,0.9927,3.21,0.38,10.6,6
6.6,0.24,0.35,7.7,0.031,36000,135000,0.9938,3.19,0.37,10.5,5
5.9,0.3,0.47,7.85,0.03,19000,133000,0.9933,3.52,0.43,11.5,7
6.1,0.125,0.25,3.3,0.04,10000,69000,0.9934,3.54,0.59,10.1,6
6,0.1,0.24,1.1,0.041,15000,65000,0.9927,3.61,0.61,10.3,7
6.6,0.24,0.35,7.7,0.031,36000,135000,0.9938,3.19,0.37,10.5,5
6.8,0.25,0.34,4.7,0.031,34000,134000,0.9927,3.21,0.38,10.6,6
6.8,0.28,0.44,9.3,0.031,35000,137000,0.9946,3.16,0.36,10.4,6
8.3,0.41,0.51,2,0.046,11000,207000,0.993,3.02,0.55,11.4,5
7.5,0.27,0.31,5.8,0.057,131000,313000,0.9946,3.18,0.59,10.5,5
7.9,0.26,0.41,15.15,0.04,38000,216000,0.9976,2.96,0.6,10,6
6.4,0.34,0.23,6.3,0.039,37000,143000,0.9944,3.19,0.65,10,6
6.5,0.28,0.35,15.4,0.042,55000,195000,0.9978,3.23,0.5,9.6,6
7.2,0.21,0.41,1.3,0.036,33000,85000,0.992,3.17,0.51,10.4,5
6.4,0.32,0.35,4.8,0.03,34000,101000,0.9912,3.36,0.6,12.5,8
6.8,0.24,0.34,4.6,0.032,37000,135000,0.9927,3.2,0.39,10.6,5
6.3,0.23,0.3,1.8,0.033,16000,91000,0.9906,3.28,0.4,11.8,6
6.5,0.28,0.34,9.9,0.038,30000,133000,0.9954,3.11,0.44,9.8,5
5.6,0.26,0.26,5.7,0.031,12000,80000,0.9923,3.25,0.38,10.8,5
6.3,0.23,0.3,1.8,0.033,16000,91000,0.9906,3.28,0.4,11.8,6
6.3,0.23,0.33,1.5,0.036,15000,105000,0.991,3.32,0.42,11.2,6
5.8,0.27,0.27,12.3,0.045,55000,170000,0.9972,3.28,0.42,9.3,6
5.9,0.26,0.4,1.3,0.047,12000,139000,0.9945,3.45,0.53,10.4,5
6.6,0.18,0.35,1.5,0.049,49000,141000,0.9934,3.43,0.85,10.2,7
7.4,0.2,0.43,7.8,0.045,27000,153000,0.9964,3.19,0.55,9,7
8,0.24,0.36,1.5,0.047,17000,129000,0.9948,3.2,0.54,10,6
6.4,0.26,0.42,9.7,0.044,30000,140000,0.9962,3.18,0.47,9.1,6
5.4,0.31,0.47,3,0.053,46000,144000,0.9931,3.29,0.76,10,5
5.4,0.29,0.47,3,0.052,47000,145000,0.993,3.29,0.75,10,6
7.1,0.145,0.33,4.6,0.05,33000,131000,0.9942,3.28,0.4,9.6,6
5.6,0.34,0.1,1.3,0.031,20000,68000,0.9906,3.36,0.51,11.2,7
6.7,0.19,0.41,15.6,0.056,75000,155000,0.9995,3.2,0.44,8.8,6
7.8,0.18,0.46,13.6,0.052,38000,118000,0.998,3.15,0.5,10,6
7.6,0.17,0.45,11.2,0.054,56000,137000,0.997,3.15,0.47,10,5
6.3,0.12,0.36,2.1,0.044,47000,146000,0.9914,3.27,0.74,11.4,7
7.3,0.33,0.4,6.85,0.038,32000,138000,0.992,3.03,0.3,11.9,7
5.5,0.335,0.3,2.5,0.071,27000,128000,0.9924,3.14,0.51,9.6,6
7.3,0.33,0.4,6.85,0.038,32000,138000,0.992,3.03,0.3,11.9,7
5.8,0.4,0.42,4.4,0.047,38500,245000,0.9937,3.25,0.57,9.6,6
7.3,0.22,0.37,14.3,0.063,48000,191000,0.9978,2.89,0.38,9,6
7.3,0.22,0.37,14.3,0.063,48000,191000,0.9978,2.89,0.38,9,6
6.1,0.36,0.33,1.1,0.05,24000,169000,0.9927,3.15,0.78,9.5,6
10,0.2,0.39,1.4,0.05,19000,152000,0.994,3,0.42,10.4,6
6.9,0.24,0.34,4.7,0.04,43000,161000,0.9935,3.2,0.59,10.6,6
6.4,0.24,0.32,14.9,0.047,54000,162000,0.9968,3.28,0.5,10.2,6
7.1,0.365,0.14,1.2,0.055,24000,84000,0.9941,3.15,0.43,8.9,5
6.8,0.15,0.3,5.3,0.05,40000,127000,0.9942,3.4,0.39,9.7,6
7.3,0.22,0.37,14.3,0.063,48000,191000,0.9978,2.89,0.38,9,6
6.8,0.16,0.4,2.3,0.037,18000,102000,0.9923,3.49,0.42,11.4,7
6,0.26,0.32,3.5,0.028,29000,113000,0.9912,3.4,0.71,12.3,7
6,0.18,0.27,1.5,0.089,40000,143000,0.9923,3.49,0.62,10.8,6
6.9,0.33,0.21,1,0.053,39000,148000,0.9927,3.12,0.45,9.4,6
7.7,0.29,0.48,2.3,0.049,36000,178000,0.9931,3.17,0.64,10.6,6
7.1,0.39,0.35,12.5,0.044,26000,72000,0.9941,3.17,0.29,11.6,5
6.9,0.33,0.21,1,0.053,39000,148000,0.9927,3.12,0.45,9.4,6
7.7,0.29,0.48,2.3,0.049,36000,178000,0.9931,3.17,0.64,10.6,6
6.6,0.905,0.19,0.8,0.048,17000,204000,0.9934,3.34,0.56,10,5
7.2,0.27,0.27,2.4,0.048,30000,149000,0.9936,3.1,0.51,9.2,6
5.1,0.33,0.22,1.6,0.027,18000,89000,0.9893,3.51,0.38,12.5,7
5.1,0.33,0.22,1.6,0.027,18000,89000,0.9893,3.51,0.38,12.5,7
6.4,0.31,0.28,1.5,0.037,12000,119000,0.9919,3.32,0.51,10.4,7
7.3,0.2,0.44,1.4,0.045,21000,98000,0.9924,3.15,0.46,10,7
5.7,0.32,0.5,2.6,0.049,17000,155000,0.9927,3.22,0.64,10,6
6.4,0.31,0.28,1.5,0.037,12000,119000,0.9919,3.32,0.51,10.4,7
7.3,0.2,0.44,1.4,0.045,21000,98000,0.9924,3.15,0.46,10,7
7.2,0.28,0.26,12.5,0.046,48000,179000,0.9975,3.1,0.52,9,6
7.5,0.35,0.28,9.6,0.051,26000,157000,0.9969,3.12,0.53,9.2,6
7.2,0.27,0.27,2.4,0.048,30000,149000,0.9936,3.1,0.51,9.2,6
6,0.36,0.39,3.2,0.027,20000,125000,0.991,3.38,0.39,11.3,7
5.1,0.33,0.22,1.6,0.027,18000,89000,0.9893,3.51,0.38,12.5,7
5,0.17,0.56,1.5,0.026,24000,115000,0.9906,3.48,0.39,10.8,7
6.3,0.39,0.35,5.9,0.04,82500,260000,0.9941,3.12,0.66,10.1,5
6.7,0.21,0.32,5.4,0.047,29000,140000,0.995,3.39,0.46,9.7,6
7,0.3,0.38,14.9,0.032,60000,181000,0.9983,3.18,0.61,9.3,7
7,0.3,0.38,14.9,0.032,60000,181000,0.9983,3.18,0.61,9.3,7
6.5,0.36,0.32,1.1,0.031,13000,66000,0.9916,3.1,0.46,10.6,5
6.1,0.55,0.15,9.8,0.031,19000,125000,0.9957,3.36,0.47,10.2,6
7.3,0.24,0.43,2,0.021,20000,69000,0.99,3.08,0.56,12.2,6
6.8,0.37,0.51,11.8,0.044,62000,163000,0.9976,3.19,0.44,8.8,5
6.8,0.27,0.12,1.3,0.04,87000,168000,0.992,3.18,0.41,10,5
8.2,0.28,0.42,1.8,0.031,30000,93000,0.9917,3.09,0.39,11.4,5
6.3,0.2,0.4,1.5,0.037,35000,107000,0.9917,3.46,0.5,11.4,6
5.9,0.26,0.27,18.2,0.048,52000,168000,0.9993,3.35,0.44,9.4,5
6.4,0.19,0.42,2.9,0.032,32000,83000,0.9908,3.3,0.41,11.7,6
6.3,0.2,0.4,1.5,0.037,35000,107000,0.9917,3.46,0.5,11.4,6
6.8,0.37,0.51,11.8,0.044,62000,163000,0.9976,3.19,0.44,8.8,5
6.1,0.35,0.07,1.4,0.069,22000,108000,0.9934,3.23,0.52,9.2,5
7.1,0.27,0.31,18.2,0.046,55000,252000,1,3.07,0.56,8.7,5
6.8,0.22,0.31,6.3,0.035,33000,170000,0.9918,3.24,0.66,12.6,6
6.8,0.27,0.12,1.3,0.04,87000,168000,0.992,3.18,0.41,10,5
5.8,0.28,0.34,4,0.031,40000,99000,0.9896,3.39,0.39,12.8,7
6.9,0.49,0.24,1.2,0.049,13000,125000,0.9932,3.17,0.51,9.4,5
6.3,0.14,0.39,1.2,0.044,26000,116000,0.992,3.26,0.53,10.3,6
8.2,0.28,0.42,1.8,0.031,30000,93000,0.9917,3.09,0.39,11.4,5
7.2,0.25,0.39,18.95,0.038,42000,155000,0.9999,2.97,0.47,9,6
7.3,0.28,0.36,12.7,0.04,38000,140000,0.998,3.3,0.79,9.6,6
7.2,0.19,0.39,1.2,0.036,32000,85000,0.9918,3.16,0.5,10.5,5
7.2,0.19,0.39,1.2,0.036,32000,85000,0.9918,3.16,0.5,10.5,5
7.2,0.25,0.39,18.95,0.038,42000,155000,0.9999,2.97,0.47,9,6
7.3,0.28,0.36,12.7,0.04,38000,140000,0.998,3.3,0.79,9.6,6
7.4,0.21,0.27,1.2,0.041,27000,99000,0.9927,3.19,0.33,9.8,6
6.8,0.26,0.22,7.7,0.047,57000,210000,0.9959,3.1,0.47,9,5
7.4,0.21,0.27,1.2,0.041,27000,99000,0.9927,3.19,0.33,9.8,6
7.4,0.31,0.28,1.6,0.05,33000,137000,0.9929,3.31,0.56,10.5,6
7,0.22,0.31,2.7,0.03,41000,136000,0.9898,3.16,0.37,12.7,7
7,0.21,0.28,8.7,0.045,37000,222000,0.9954,3.25,0.54,10.4,6
7,0.21,0.28,8.6,0.045,37000,221000,0.9954,3.25,0.54,10.4,6
7,0.21,0.28,8.6,0.045,37000,221000,0.9954,3.25,0.54,10.4,6
6.9,0.23,0.38,8.3,0.047,47000,162000,0.9954,3.34,0.52,10.5,7
7,0.21,0.28,8.7,0.045,37000,222000,0.9954,3.25,0.54,10.4,6
7,0.21,0.28,8.6,0.045,37000,221000,0.9954,3.25,0.54,10.4,6
6.8,0.29,0.5,13.3,0.053,48000,194000,0.9974,3.09,0.45,9.4,5
7.8,0.21,0.27,1.2,0.051,20000,89000,0.9936,3.06,0.46,9.1,5
7.1,0.31,0.47,13.6,0.056,54000,197000,0.9978,3.1,0.49,9.3,5
6.8,0.29,0.5,13.3,0.053,48000,194000,0.9974,3.09,0.45,9.4,5
6.4,0.34,0.1,1.1,0.048,19000,84000,0.9927,3.21,0.38,9.8,5
7.4,0.155,0.34,2.3,0.045,73500,214000,0.9934,3.18,0.61,9.9,7
7.2,0.55,0.09,1.5,0.108,16000,151000,0.9938,3.07,0.57,9.2,4
7,0.23,0.36,7.1,0.028,31000,104000,0.9922,3.35,0.47,12.1,8
6.9,0.2,0.37,6.2,0.027,24000,97000,0.992,3.38,0.49,12.2,7
6.1,0.28,0.32,2.5,0.042,23000,218500,0.9935,3.27,0.6,9.8,5
6.6,0.16,0.32,1.4,0.035,49000,186000,0.9906,3.35,0.64,12.4,8
7.4,0.155,0.34,2.3,0.045,73500,214000,0.9934,3.18,0.61,9.9,7
6.2,0.35,0.04,1.2,0.06,23000,108000,0.9934,3.26,0.54,9.2,5
6.7,0.22,0.37,1.6,0.028,24000,102000,0.9913,3.29,0.59,11.6,7
6.1,0.38,0.2,6.6,0.033,25000,137000,0.9938,3.3,0.69,10.4,6
6,0.25,0.28,2.2,0.026,54000,126000,0.9898,3.43,0.65,12.9,8
6.6,0.52,0.44,12.2,0.048,54000,245000,0.9975,3.26,0.54,9.3,6
6.9,0.24,0.36,20.8,0.031,40000,139000,0.9975,3.2,0.33,11,6
7.1,0.32,0.32,11,0.038,16000,66000,0.9937,3.24,0.4,11.5,3
5.8,0.28,0.27,2.6,0.054,30000,156000,0.9914,3.53,0.42,12.4,5
6.5,0.41,0.24,14,0.048,24000,113000,0.9982,3.44,0.53,9.8,6
6.5,0.41,0.24,14,0.048,24000,113000,0.9982,3.44,0.53,9.8,6
6.4,0.28,0.29,1.6,0.052,34000,127000,0.9929,3.48,0.56,10.5,7
7.2,0.6,0.2,9.9,0.07,21000,174000,0.9971,3.03,0.54,9.1,5
6.1,0.2,0.25,1.2,0.038,34000,128000,0.9921,3.24,0.44,10.1,5
5.9,0.46,0.14,2.7,0.042,27000,160000,0.9931,3.46,0.51,10.6,7
6,0.27,0.27,1.6,0.046,32000,113000,0.9924,3.41,0.51,10.5,7
6.4,0.28,0.29,1.6,0.052,34000,127000,0.9929,3.48,0.56,10.5,7
6.4,0.41,0.24,14,0.048,24000,113000,0.9982,3.44,0.53,9.8,6
6.3,0.23,0.31,1.5,0.022,11000,82000,0.9892,3.3,0.4,12.9,7
7.1,0.21,0.27,8.6,0.056,26000,111000,0.9956,2.95,0.52,9.5,5
6,0.37,0.32,1,0.053,31000,218500,0.9924,3.29,0.72,9.8,6
6.1,0.43,0.35,9.1,0.059,83000,249000,0.9971,3.37,0.5,8.5,5
7.1,0.21,0.27,8.6,0.056,26000,111000,0.9956,2.95,0.52,9.5,5
7,0.25,0.29,15.2,0.047,40000,171000,0.9982,3.22,0.45,9.3,5
5.9,0.25,0.19,12.4,0.047,50000,162000,0.9973,3.35,0.38,9.5,5
6.8,0.32,0.21,2.2,0.044,15000,68000,0.9932,3.17,0.39,9.4,6
7.2,0.39,0.62,11,0.047,66000,178000,0.9976,3.16,0.5,8.7,5
6.3,0.21,0.58,10,0.081,34000,126000,0.9962,2.95,0.46,8.9,5
7,0.14,0.32,9,0.039,54000,141000,0.9956,3.22,0.43,9.4,6
6.8,0.32,0.21,2.2,0.044,15000,68000,0.9932,3.17,0.39,9.4,6
7.2,0.39,0.62,11,0.047,66000,178000,0.9976,3.16,0.5,8.7,5
7.2,0.29,0.53,18.15,0.047,59000,182000,0.9992,3.09,0.52,9.6,5
8.6,0.37,0.7,12.15,0.039,21000,158000,0.9983,3,0.73,9.3,6
6.5,0.38,0.34,3.4,0.036,34000,200000,0.9937,3.14,0.76,10,5
6.6,0.24,0.29,2,0.023,19000,86000,0.99,3.25,0.45,12.5,6
7,0.17,0.31,4.8,0.034,34000,132000,0.9944,3.36,0.48,9.6,7
5.5,0.16,0.22,4.5,0.03,30000,102000,0.9938,3.24,0.36,9.4,6
7,0.24,0.51,11,0.029,55000,227000,0.9965,3.03,0.61,9.5,5
7.4,0.28,0.36,1.1,0.028,42000,105000,0.9893,2.99,0.39,12.4,7
7,0.22,0.28,1.5,0.037,29000,115000,0.9927,3.11,0.55,10.5,6
7.1,0.55,0.13,1.7,0.073,21000,165000,0.994,2.97,0.58,9.2,6
6.3,0.22,0.33,1.7,0.041,67000,164000,0.9928,3.32,0.56,10.4,6
6.7,0.47,0.34,8.9,0.043,31000,172000,0.9964,3.22,0.6,9.2,5
5.9,0.36,0.41,1.3,0.047,45000,104000,0.9917,3.33,0.51,10.6,6
5.8,0.25,0.24,13.3,0.044,41000,137000,0.9972,3.34,0.42,9.5,5
6.7,0.47,0.34,8.9,0.043,31000,172000,0.9964,3.22,0.6,9.2,5
6.2,0.37,0.3,6.6,0.346,79000,200000,0.9954,3.29,0.58,9.6,5
6.2,0.18,0.38,1.5,0.028,36000,117000,0.993,3.47,0.54,9.7,6
6,0.16,0.37,1.5,0.025,43000,117000,0.9928,3.46,0.51,9.7,6
6.6,0.34,0.28,1.3,0.035,32000,90000,0.9916,3.1,0.42,10.7,6
7.4,0.29,0.29,1.6,0.045,53000,180000,0.9936,3.34,0.68,10.5,6
7.4,0.26,0.31,7.6,0.047,52000,177000,0.9962,3.13,0.45,8.9,6
7,0.28,0.36,1,0.035,8000,70000,0.9899,3.09,0.46,12.1,6
7.1,0.23,0.39,1.6,0.032,12000,65000,0.9898,3.25,0.4,12.7,7
7.8,0.19,0.26,8.9,0.039,42000,182000,0.996,3.18,0.46,9.9,6
6.3,0.19,0.28,1.8,0.022,28000,158000,0.9907,3.2,0.64,11.4,6
6.8,0.2,0.38,4.7,0.04,27000,103000,0.994,3.37,0.58,10.7,6
5.7,0.44,0.13,7,0.025,28000,173000,0.9913,3.33,0.48,12.5,6
7.2,0.4,0.62,10.8,0.041,70000,189000,0.9976,3.08,0.49,8.6,4
6.8,0.23,0.32,1.6,0.026,43000,147000,0.9904,3.29,0.54,12.5,6
5.7,0.335,0.34,1,0.04,13000,174000,0.992,3.27,0.66,10,5
7.2,0.4,0.62,10.8,0.041,70000,189000,0.9976,3.08,0.49,8.6,4
7.2,0.28,0.54,16.7,0.045,54000,200000,0.999,3.08,0.49,9.5,6
6.8,0.19,0.58,14.2,0.038,51000,164000,0.9975,3.12,0.48,9.6,6
6.4,0.3,0.3,2.25,0.038,8000,210000,0.9937,3.2,0.62,9.9,6
6.5,0.3,0.29,2.25,0.037,8000,210000,0.9937,3.19,0.62,9.9,5
7.8,0.18,0.31,12.2,0.053,46000,140000,0.998,3.06,0.53,8.9,6
7.8,0.18,0.31,12.2,0.053,46000,140000,0.998,3.06,0.53,8.9,6
7.3,0.51,0.26,3.3,0.09,7000,135000,0.9944,3.01,0.52,8.8,5
6,0.24,0.27,1.9,0.048,40000,170000,0.9938,3.64,0.54,10,7
5.9,0.62,0.28,3.5,0.039,55000,152000,0.9907,3.44,0.44,12,6
6,0.24,0.27,1.9,0.048,40000,170000,0.9938,3.64,0.54,10,7
6.7,0.27,0.12,1.3,0.041,62000,138000,0.9921,3.21,0.42,10,6
7.8,0.34,0.35,1.8,0.042,8000,167000,0.9908,3.11,0.41,12.1,6
7.3,0.26,0.36,5.2,0.04,31000,141000,0.9931,3.16,0.59,11,6
7.4,0.36,0.33,1.4,0.025,27000,55000,0.9915,3.21,0.33,11.2,6
7.8,0.28,0.32,9,0.036,34000,115000,0.9952,3.17,0.39,10.3,7
6.1,0.31,0.26,2.2,0.051,28000,167000,0.9926,3.37,0.47,10.4,6
6.8,0.18,0.37,1.6,0.055,47000,154000,0.9934,3.08,0.45,9.1,5
7.4,0.15,0.42,1.7,0.045,49000,154000,0.992,3,0.6,10.4,6
5.9,0.13,0.28,1.9,0.05,20000,78000,0.9918,3.43,0.64,10.8,6
7.2,0.34,0.34,12.6,0.048,7000,41000,0.9942,3.19,0.4,11.7,5
7.9,0.19,0.26,2.1,0.039,8000,143000,0.9942,3.05,0.74,9.8,5
7.9,0.19,0.26,2.1,0.039,8000,143000,0.9942,3.05,0.74,9.8,5
6.9,0.25,0.4,1.3,0.038,22000,101000,0.9901,3.03,0.39,11.4,6
5.8,0.36,0.32,1.7,0.033,22000,96000,0.9898,3.03,0.38,11.2,6
5.6,0.35,0.37,1,0.038,6000,72000,0.9902,3.37,0.34,11.4,5
5.9,0.32,0.39,3.3,0.114,24000,140000,0.9934,3.09,0.45,9.2,6
7.2,0.31,0.46,5,0.04,3000,29000,0.9906,3.04,0.53,12.5,4
6.1,0.28,0.22,1.8,0.034,32000,116000,0.9898,3.36,0.44,12.6,6
5.2,0.36,0.02,1.6,0.031,24000,104000,0.9896,3.44,0.35,12.2,6
5.6,0.19,0.47,4.5,0.03,19000,112000,0.9922,3.56,0.45,11.2,6
6.4,0.1,0.35,4.9,0.048,31000,103000,0.9947,3.43,0.79,9.7,6
6.4,0.18,0.48,4,0.186,64000,150000,0.9945,3.06,0.4,9.3,5
7.4,0.25,0.36,13.2,0.067,53000,178000,0.9976,3.01,0.48,9,6
7.4,0.25,0.36,13.2,0.067,53000,178000,0.9976,3.01,0.48,9,6
7.4,0.25,0.36,13.2,0.067,53000,178000,0.9976,3.01,0.48,9,6
7.9,0.345,0.51,15.3,0.047,54000,171000,0.9987,3.09,0.51,9.1,5
7.9,0.345,0.51,15.3,0.047,54000,171000,0.9987,3.09,0.51,9.1,5
7.4,0.25,0.36,13.2,0.067,53000,178000,0.9976,3.01,0.48,9,6
6.1,0.24,0.3,1.5,0.045,22000,61000,0.992,3.31,0.54,10.4,5
6.8,0.25,0.24,4.55,0.053,41000,211000,0.9955,3.37,0.67,9.5,6
6.7,0.31,0.31,9.9,0.04,10000,175000,0.9953,3.46,0.55,11.4,4
7.2,0.46,0.65,10.4,0.05,76000,192000,0.9976,3.16,0.42,8.7,5
5.5,0.35,0.35,1.1,0.045,14000,167000,0.992,3.34,0.68,9.9,6
6.7,0.24,0.41,8.7,0.036,29000,148000,0.9952,3.22,0.62,9.9,6
6.8,0.28,0.17,13.9,0.047,49000,162000,0.9983,3.21,0.51,9,6
6.4,0.16,0.22,1.4,0.04,41000,149000,0.9933,3.49,0.58,10,6
6.3,0.26,0.24,7.2,0.039,38000,172000,0.9958,3.49,0.64,9.7,6
7.7,0.22,0.42,1.9,0.052,10000,87000,0.9922,3.3,0.49,11.8,6
6.5,0.18,0.31,1.7,0.044,30000,127000,0.9928,3.49,0.5,10.2,7
7.2,0.46,0.65,10.4,0.05,76000,192000,0.9976,3.16,0.42,8.7,5
7,0.3,0.51,13.6,0.05,40000,168000,0.9976,3.07,0.52,9.6,7
9.2,0.25,0.34,1.2,0.026,31000,93000,0.9916,2.93,0.37,11.3,7
7.8,0.28,0.34,1.6,0.028,32000,118000,0.9901,3,0.38,12.1,7
7,0.3,0.51,13.6,0.05,40000,168000,0.9976,3.07,0.52,9.6,7
7.8,0.28,0.34,1.6,0.028,32000,118000,0.9901,3,0.38,12.1,7
9.2,0.25,0.34,1.2,0.026,31000,93000,0.9916,2.93,0.37,11.3,7
8.4,0.35,0.71,12.2,0.046,22000,160000,0.9982,2.98,0.65,9.4,5
6.1,0.41,0.24,1.6,0.049,16000,137000,0.993,3.32,0.5,10.4,6
5.9,0.21,0.24,12.1,0.044,53000,165000,0.9969,3.25,0.39,9.5,5
7.2,0.34,0.44,4.2,0.047,51000,144000,0.991,3.01,0.76,12.3,6
6.7,0.21,0.42,9.1,0.049,31000,150000,0.9953,3.12,0.74,9.9,7
5.9,0.37,0.1,1.6,0.057,39000,128000,0.9924,3.24,0.48,10.1,5
7.7,0.34,0.27,8.8,0.063,39000,184000,0.9969,3.09,0.63,9.2,6
7.4,0.3,0.22,1.4,0.046,16000,135000,0.9928,3.08,0.77,10.4,7
6.8,0.51,0.3,4.2,0.066,38000,165000,0.9945,3.2,0.42,9.1,5
7.8,0.22,0.38,10.3,0.059,28000,99000,0.9967,3.12,0.47,10,6
7.2,0.35,0.34,12.4,0.051,6000,37000,0.9944,3.13,0.39,11.5,6
6,0.26,0.5,2.2,0.048,59000,153000,0.9928,3.08,0.61,9.8,5
6.1,0.26,0.51,2.2,0.05,61000,154000,0.9929,3.08,0.6,9.8,6
6.5,0.28,0.27,5.2,0.04,44000,179000,0.9948,3.19,0.69,9.4,6
7.4,0.41,0.66,10.8,0.051,77000,194000,0.9976,3.05,0.46,8.7,5
6.5,0.28,0.29,2.7,0.038,26000,107000,0.9912,3.32,0.41,11.6,7
6.7,0.34,0.54,16.3,0.047,44000,181000,0.9987,3.04,0.56,8.8,5
7.2,0.2,0.34,2.7,0.032,49000,151000,0.99,3.16,0.39,12.7,7
7.4,0.2,0.33,1.9,0.035,39000,138000,0.991,3.17,0.44,11.7,7
8.2,0.22,0.3,1.8,0.047,47000,185000,0.9933,3.13,0.5,10.2,6
8.2,0.23,0.29,1.8,0.047,47000,187000,0.9933,3.13,0.5,10.2,6
7.1,0.22,0.33,2.8,0.033,48000,153000,0.9899,3.15,0.38,12.7,7
6.5,0.28,0.29,2.7,0.038,26000,107000,0.9912,3.32,0.41,11.6,7
6,0.38,0.26,6,0.034,42000,134000,0.9912,3.38,0.38,12.3,7
7.4,0.41,0.66,10.8,0.051,77000,194000,0.9976,3.05,0.46,8.7,5
5.7,0.18,0.22,4.2,0.042,25000,111000,0.994,3.35,0.39,9.4,5
7.3,0.3,0.22,6.4,0.056,44000,168000,0.9947,3.13,0.35,10.1,6
7.4,0.24,0.22,10.7,0.042,26000,81000,0.9954,2.86,0.36,9.7,6
6.6,0.25,0.3,1.6,0.046,32000,134000,0.993,3.42,0.51,10.1,7
7.4,0.24,0.22,10.7,0.042,26000,81000,0.9954,2.86,0.36,9.7,6
7.4,0.26,0.3,7.9,0.049,38000,157000,0.9963,3.13,0.48,8.9,6
6.1,0.32,0.25,1.7,0.034,37000,136000,0.992,3.47,0.5,10.8,7
6.9,0.28,0.27,2.1,0.036,42000,121000,0.9926,3.42,0.49,10.8,7
7,0.23,0.33,5.8,0.04,25000,136000,0.995,3.19,0.58,9.5,6
7.1,0.31,0.5,14.5,0.059,6000,148000,0.9983,2.94,0.44,9.1,5
7.3,0.2,0.37,1.2,0.037,48000,119000,0.992,3.32,0.49,10.9,6
6.9,0.41,0.33,10.1,0.043,28000,152000,0.9968,3.2,0.52,9.4,5
6.4,0.45,0.07,1.1,0.03,10000,131000,0.9905,2.97,0.28,10.8,5
6.4,0.475,0.06,1,0.03,9000,131000,0.9904,2.97,0.29,10.8,5
6.3,0.27,0.38,0.9,0.051,7000,140000,0.9926,3.45,0.5,10.5,7
6.9,0.41,0.33,10.1,0.043,28000,152000,0.9968,3.2,0.52,9.4,5
7,0.29,0.37,4.9,0.034,26000,127000,0.9928,3.17,0.44,10.8,6
5.9,0.27,0.29,11.4,0.036,31000,115000,0.9949,3.35,0.48,10.5,8
6.9,0.19,0.4,1.4,0.036,14000,55000,0.9909,3.08,0.68,11.5,7
6.7,0.3,0.35,1.4,0.18,36000,160000,0.9937,3.11,0.54,9.4,6
7.2,0.24,0.4,1.4,0.045,31000,106000,0.9914,2.88,0.38,10.8,6
6.4,0.45,0.07,1.1,0.03,10000,131000,0.9905,2.97,0.28,10.8,5
6.4,0.475,0.06,1,0.03,9000,131000,0.9904,2.97,0.29,10.8,5
6.3,0.26,0.49,1.5,0.052,34000,134000,0.9924,2.99,0.61,9.8,6
6.3,0.26,0.49,1.5,0.052,34000,134000,0.9924,2.99,0.61,9.8,6
7.3,0.25,0.29,7.5,0.049,38000,158000,0.9965,3.43,0.38,9.6,5
7.3,0.25,0.29,7.5,0.049,38000,158000,0.9965,3.43,0.38,9.6,5
6.1,0.28,0.25,17.75,0.044,48000,161000,0.9993,3.34,0.48,9.5,5
7.4,0.37,0.35,5.7,0.061,12000,94000,0.9965,3.48,0.69,10.7,6
6.5,0.36,0.28,3.2,0.037,29000,119000,0.9908,3.25,0.65,12.4,8
7.4,0.24,0.4,4.3,0.032,9000,95000,0.992,3.09,0.39,11.1,6
7.5,0.23,0.68,11,0.047,37000,133000,0.9978,2.99,0.38,8.8,5
7.5,0.21,0.68,10.9,0.045,38000,133000,0.9978,3,0.36,8.7,5
7.5,0.21,0.68,10.9,0.045,38000,133000,0.9978,3,0.36,8.7,5
7.5,0.23,0.68,11,0.047,37000,133000,0.9978,2.99,0.38,8.8,5
